amie,nombre_ie,tipo,sostenimiento,provincia,canton,parroquia,lat,lon
09H06781,ESCUELA DE EDUCACIÓN BÁSICA JOHN DEWEY,MATRIZ,PARTICULAR,GUAYAS,GUAYAQUIL,TARQUI,-2.160767002,-79.936429
09H06778,ESCUELA DE EDUCACIÓN BÁSICA JOHN BOWLBY,MATRIZ,PARTICULAR,GUAYAS,GUAYAQUIL,TARQUI,-2.168711823,-79.94647046
07H01557,COLEGIO DE BACHILLERATO PCEI SIGMUND FREUD,MATRIZ,PARTICULAR,EL ORO,SANTA ROSA,SANTA ROSA,-3.447681663,-79.96070293
09H06790,UNIDAD EDUCATIVA PCEI WILLIAM JAMES,MATRIZ,PARTICULAR,GUAYAS,GUAYAQUIL,PASCUALES,-2.116410553,-80.00091344
17H02032,UNIDAD EDUCATIVA PARTICULAR “SCOTLAND SCHOOL”,ESTABLECIMIENTO,PARTICULAR,PICHINCHA,DISTRITO METROPOLITANO DE QUITO,SAN ANTONIO,-0.018681974,-78.43765105
05H01056,UNIDAD EDUCATIVA “EL COSMOPOLITA JUAN MONTALVO”,ESTABLECIMIENTO,PARTICULAR,COTOPAXI,SIGCHOS,SIGCHOS,-0.707071888,-78.89208221
17H04564,UNIDAD EDUCATIVA PARTICULAR “LOUIS VICTOR DE BROGLIE”,MATRIZ,PARTICULAR,PICHINCHA,DISTRITO METROPOLITANO DE QUITO,QUITUMBE,-0.298463058,-78.53091755
17H04563,ESCUELA DE EDUCACIÓN BÁSICA PARTICULAR “TULLI KIDS”,MATRIZ,PARTICULAR,PICHINCHA,DISTRITO METROPOLITANO DE QUITO,CONOCOTO,-0.266358441,-78.49335007
17H04562,CENTRO DE EDUCACIÓN INICIAL PARTICULAR “REGGIO EMILIA”,MATRIZ,PARTICULAR,PICHINCHA,DISTRITO METROPOLITANO DE QUITO,CONOCOTO,-0.261982188,-78.48555791
17H04561,CENTRO DE EDUCACIÓN INICIAL PARTICULAR “DE TIN MARIN’S”,MATRIZ,PARTICULAR,PICHINCHA,DISTRITO METROPOLITANO DE QUITO,LA CONCEPCIÓN,-0.13865249,-78.49703278
17H04560,ESCUELA DE EDUCACIÓN BÁSICA PARTICULAR “DIANA SPENCER”,MATRIZ,PARTICULAR,PICHINCHA,DISTRITO METROPOLITANO DE QUITO,LA ECUATORIANA,-0.309307651,-78.56099333
17H04558,UNIDAD EDUCATIVA PARTICULAR “PCEI MARIE CURIE”,MATRIZ,PARTICULAR,PICHINCHA,DISTRITO METROPOLITANO DE QUITO,RUMIPAMBA,-0.179641724,-78.4903481
17H04556,UNIDAD EDUCATIVA PARTICULAR “PCEI FREDERIC SKINNER”,MATRIZ,PARTICULAR,PICHINCHA,DISTRITO METROPOLITANO DE QUITO,LA MAGDALENA,-0.245701293,-78.52039663
17H04555,UNIDAD EDUCATIVA PARTICULAR “PCEI FREDERIC SKINNER”,MATRIZ,PARTICULAR,PICHINCHA,DISTRITO METROPOLITANO DE QUITO,LA MAGDALENA,-0.245701293,-78.52039663
17H04554,UNIDAD EDUCATIVA PARTICULAR “ALHELÍ”,MATRIZ,PARTICULAR,PICHINCHA,DISTRITO METROPOLITANO DE QUITO,LA ARGELIA,-0.273567273,-78.51756301
17H04552,CENTRO DE EDUCACIÓN INICIAL PARTICULAR “MI ÁRBOL FRONDOSO”,MATRIZ,PARTICULAR,PICHINCHA,DISTRITO METROPOLITANO DE QUITO,KENNEDY,-0.143449337,-78.47298902
17H04551,"CENTRO DE EDUCACIÓN INICIAL PARTICULAR ""MAÑANITAS ALEGRES""",MATRIZ,PARTICULAR,PICHINCHA,DISTRITO METROPOLITANO DE QUITO,ALANGASÍ,-0.293030837,-78.45137197
17H04550,ESCUELA DE EDUCACIÓN BÁSICA PARTICULAR “YAHWEH CHRISTIAN SCHOOL”,MATRIZ,PARTICULAR,PICHINCHA,DISTRITO METROPOLITANO DE QUITO,ALANGASÍ,-0.300976126,-78.45400966
17H04549,CENTRO DE EDUCACIÓN INICIAL GRANDIR,MATRIZ,PARTICULAR,PICHINCHA,RUMIÑAHUI,SAN PEDRO DE TABOADA,-0.309431632,-78.4621498
17H04544,CENTRO DE EDUCACIÓN INICIAL PARTICULAR “SUEÑOS DE ALGODÓN”,MATRIZ,PARTICULAR,PICHINCHA,DISTRITO METROPOLITANO DE QUITO,LA FERROVIARIA,-0.245038784,-78.50607634
17H04543,CENTRO DE EDUCACIÓN INICIAL PARTICULAR “POROTITOS”,MATRIZ,PARTICULAR,PICHINCHA,DISTRITO METROPOLITANO DE QUITO,AMAGUAÑA,-0.380879334,-78.49977735
17H04541,CENTRO DE EDUCACIÓN INICIAL PARTICULAR “WANGARI MAATHAI”,MATRIZ,PARTICULAR,PICHINCHA,DISTRITO METROPOLITANO DE QUITO,LA MENA,-0.255142276,-78.54364902
17H04540,CENTRO DE EDUCACIÓN INICIAL PARTICULAR “RISAS DE LA TIERRA”,MATRIZ,PARTICULAR,PICHINCHA,DISTRITO METROPOLITANO DE QUITO,SAN BARTOLO,-0.255555402,-78.53755924
17H04537,UNIDAD EDUCATIVA PARTICULAR “JOHN WYCLIFFE”,MATRIZ,PARTICULAR,PICHINCHA,DISTRITO METROPOLITANO DE QUITO,CHECA,-0.127869005,-78.31543706
11H02057,UNIDAD EDUCATIVA PCEI MICHAEL FARADAY,MATRIZ,PARTICULAR,LOJA,LOJA,EL SAGRARIO,-3.992373979,-79.20279622
10H00813,ESCUELA DE EDUCACIÓN BÁSICA “ESCUELA INTELIGENTE”,MATRIZ,PARTICULAR,IMBABURA,IBARRA,SAN FRANCISCO,0.34897062,-78.10979604
10H00812,CENTRO DE EDUCACIÓN INICIAL “NANY”,MATRIZ,PARTICULAR,IMBABURA,OTAVALO,JORDÁN,0.241473129,-78.25164694
10H00811,UNIDAD EDUCATIVA “BARUCH SPINOZA”,MATRIZ,PARTICULAR,IMBABURA,IBARRA,SAN ANTONIO,0.323383208,-78.15407819
09H06783,UNIDAD EDUCATIVA PCEI RICARDO CASSANA,MATRIZ,PARTICULAR,GUAYAS,GUAYAQUIL,TARQUI,-2.154915662,-79.89022655
09H06782,UNIDAD EDUCATIVA PCEI RICARDO CASSANA,MATRIZ,PARTICULAR,GUAYAS,GUAYAQUIL,TARQUI,-2.154915662,-79.89022655
09H06762,UNIDAD EDUCATIVA LICEO NAVEGANTES DEL GUAYAS,MATRIZ,PARTICULAR,GUAYAS,GUAYAQUIL,XIMENA,-2.223603464,-79.88995087
08H00578,ESCUELA DE EDUCACIÓN BÁSICA LUIS COMBE CALDERÓN,MATRIZ,FISCAL,ESMERALDAS,ELOY ALFARO,TIMBIRÉ,0.98217744,-78.86683859
08H00576,ESCUELA DE EDUCACIÓN BÁSICA NUEVA ESPERANZA,MATRIZ,FISCAL,ESMERALDAS,ELOY ALFARO,COLÓN ELOY DEL MARÍA,0.983085143,-78.88658911
01H02064,UNIDAD EDUCATIVA COSMOS HOME SCHOOL,MATRIZ,PARTICULAR,AZUAY,CUENCA,SUCRE,-2.908924338,-79.01672035
01H02063,CENTRO DE EDUCACIÓN INICIAL MANITOS CREATIVAS,MATRIZ,PARTICULAR,AZUAY,CUENCA,CAÑARIBAMBA,-2.904499872,-78.99458788
20H00023,UNIDAD EDUCATIVA NACIONAL GALAPAGOS,ESTABLECIMIENTO,FISCAL,GALÁPAGOS,SANTA CRUZ,PUERTO AYORA,-0.740910883,-90.3199406
09H05979,ESCUELA DE EDUCACIÓN BÁSICA MANUEL GENARO ANCHUNDIA,MATRIZ,FISCAL,MANABÍ,EL CARMEN,EL PARAÍSO LA 14,-0.605407002,-79.55895819
09H05699,UNIDAD EDUCATIVA PCEI PAUBLA TRINIDAD SANTANA GARCÍA,MATRIZ,PARTICULAR,GUAYAS,EL EMPALME,VELASCO IBARRA,-1.040080067,-79.636437
09H05613,ESCUELA DE EDUCACIÓN BÁSICA 1 DE JUNIO,MATRIZ,FISCAL,MANABÍ,EL CARMEN,EL PARAÍSO LA 14,-0.580460609,-79.55167835
09H05363,UNIDAD EDUCATIVA SANTA MARÍA DE LA GUAYAS,MATRIZ,FISCAL,MANABÍ,EL CARMEN,SANTA MARÍA,-0.674232042,-79.6104657
09H03943,ESCUELA DE EDUCACIÓN BÁSICA MIRAFLORES,MATRIZ,FISCAL,MANABÍ,EL CARMEN,SANTA MARÍA,-0.625279271,-79.59826901
09H03939,ESCUELA DE EDUCACIÓN BÁSICA INDEPENDENCIA DEL ARMADILLO,MATRIZ,FISCAL,MANABÍ,EL CARMEN,SANTA MARÍA,-0.659893748,-79.56977846
09H03938,ESCUELA DE EDUCACIÓN BÁSICA BOCA DE DAMACIO LOS TILLOS,MATRIZ,FISCAL,MANABÍ,EL CARMEN,SANTA MARÍA,-0.828130927,-79.62375089
09H03926,ESCUELA DE EDUCACIÓN BÁSICA LA CHORRERA,MATRIZ,FISCAL,MANABÍ,EL CARMEN,SANTA MARÍA,-0.576278746,-79.61043755
09H03886,ESCUELA DE EDUCACIÓN BÁSICA PADRE ALBERTO FERRI,MATRIZ,FISCAL,MANABÍ,EL CARMEN,EL PARAÍSO LA 14,-0.594387645,-79.5128987
09H03873,UNIDAD EDUCATIVA EL PARAISO,MATRIZ,FISCAL,MANABÍ,EL CARMEN,EL PARAÍSO LA 14,-0.584519827,-79.51081699
09H03871,ESCUELA DE EDUCACIÓN BÁSICA CIUDAD DE GUAYAQUIL,MATRIZ,FISCAL,MANABÍ,EL CARMEN,EL PARAÍSO LA 14,-0.58587653,-79.51107717
09H03742,ESCUELA DE EDUCACIÓN BÁSICA MARISCAL SUCRE,MATRIZ,FISCAL,MANABÍ,EL CARMEN,EL CARMEN,-0.5297511,-79.56199564
12H00095,CEBJA 27 DE MAYO,MATRIZ,FISCAL,LOS RÍOS,BABAHOYO,DOCTOR CAMILO PONCE ,-1.799763839,-79.53755051
12H00874,UNIDAD EDUCATIVA QUEVEDO,MATRIZ,FISCAL,LOS RÍOS,QUEVEDO,24 DE MAYO,-1.011459196,-79.46772413
09H03912,Unidad Educativa Gustavo Enrique Pico Pincay,MATRIZ,FISCAL,GUAYAS,EL EMPALME,GUAYAS,-0.933397415,-79.63564481
20H00023,UNIDAD EDUCATIVA NACIONAL GALAPAGOS,MATRIZ,FISCAL,GALÁPAGOS,SANTA CRUZ,PUERTO AYORA,-0.737908791,-90.31480777
06B00108,ESCUELA DE EDUCACION BASICA INTERCULTURAL BILINGÜE PEDRO CELESTINO PAUCAR,MATRIZ,FISCAL,CHIMBORAZO,RIOBAMBA,SAN JUAN,-1.603293469,-78.89478144
02B00037,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGÜE DE EDUCACIÓN BÁSICA LUIS MARTIN PAGUAY TIBOLOMBO,MATRIZ,FISCAL,BOLÍVAR,GUARANDA,GUARANDA,-1.537629145,-78.90516069
02B00067,CELSO VIRGILIO ESPINOZA,MATRIZ,FISCAL,BOLÍVAR,GUARANDA,SAN SIMÓN,-1.613766924,-78.91594658
02B00007,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGUE INTI CHURI,MATRIZ,FISCAL,BOLÍVAR,GUARANDA,GUARANDA,-1.588435436,-78.9179487
02B00034,NEVADO CHIMBORAZO,MATRIZ,FISCAL,BOLÍVAR,GUARANDA,GUARANDA,-1.437358355,-78.9202758
06B00334,CECIBEB AB. JAIME HURTADO GONZALEZ,MATRIZ,FISCAL,CHIMBORAZO,COLTA,CAÑI,-1.740493438,-78.92022405
02B00077,GALLO RUMI,MATRIZ,FISCAL,BOLÍVAR,GUARANDA,SIMIÁTUG,-1.287872803,-78.92368288
02B00167,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE COCDIAG,MATRIZ,FISCAL,BOLÍVAR,GUARANDA,GUARANDA,-1.535301054,-78.92821585
02B00111,SANTA CARMEN,MATRIZ,FISCAL,BOLÍVAR,GUARANDA,SIMIÁTUG,-1.257597715,-78.92894418
02H00605,EEB. MAYOR LUIS BENIGNO GALLEGOS,MATRIZ,FISCAL,BOLÍVAR,SAN MIGUEL,SANTIAGO,-1.744255998,-78.92963616
02B00116,JATUN RUMI,MATRIZ,FISCAL,BOLÍVAR,GUARANDA,SIMIÁTUG,-1.219537254,-78.9335011
02B00038,LORENZA ABIMAÑAY,MATRIZ,FISCAL,BOLÍVAR,GUARANDA,GUARANDA,-1.485118664,-78.93447123
02B00023,TELMO JIMENEZ,MATRIZ,FISCAL,BOLÍVAR,GUARANDA,GUARANDA,-1.498906937,-78.93470992
02B00114,REPUBLICA DEL ECUADOR,MATRIZ,FISCAL,BOLÍVAR,GUARANDA,GUARANDA,-1.603299076,-78.93553405
02H00154,VASCO NUÑEZ DE BALBOA,MATRIZ,FISCAL,BOLÍVAR,GUARANDA,SAN LORENZO,-1.671019759,-78.9365429
02B00079,UNIDAD EDUCATIVA TUPAK YUPANKI,MATRIZ,FISCAL,BOLÍVAR,GUARANDA,SIMIÁTUG,-1.275913376,-78.93757135
02B00065,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGUE GENERAL PINTAG,MATRIZ,FISCAL,BOLÍVAR,GUARANDA,SAN SIMÓN,-1.613943162,-78.9379132
02B00092,VICENTE RAMON ROCA,MATRIZ,FISCAL,BOLÍVAR,GUARANDA,SIMIÁTUG,-1.314526715,-78.94561608
02B00085,MAYTA CAPAC,MATRIZ,FISCAL,BOLÍVAR,GUARANDA,SIMIÁTUG,-1.262768727,-78.95082285
02B00109,MUSHUK KAWSAY,MATRIZ,FISCAL,BOLÍVAR,GUARANDA,SIMIÁTUG,-1.236288048,-78.95305321
02H00097,GALO VASCONEZ OCAMPO,MATRIZ,FISCAL,BOLÍVAR,GUARANDA,GUARANDA,-1.519670215,-78.95815675
02B00036,ARTURO YUMBAY ILIJAMA,MATRIZ,FISCAL,BOLÍVAR,GUARANDA,GUARANDA,-1.536930503,-78.9582752
02B00078,UNIDAD EDUCATIVA DEL MILENIO INTERCULTURAL BILINGUE SIMIATUG,MATRIZ,FISCAL,BOLÍVAR,GUARANDA,SIMIÁTUG,-1.288652613,-78.95980358
02H00185,UNIDAD EDUCATIVA FELIX GRANJA GAMAZO,MATRIZ,FISCAL,BOLÍVAR,GUARANDA,SIMIÁTUG,-1.290235556,-78.96064675
02H00728,"UNIDAD EDUCATIVA PCEI DE BOLIVAR, EXTENSION SANTA ROSA DE TOTORAS",EXTENSIÓN,FISCOMISIONAL,BOLÍVAR,SAN MIGUEL,SANTIAGO,-1.724163374,-78.9602878
02H00614,ESCUELA DE EDUCACIÓN BÁSICA ALBERTO DÁVILA LÓPEZ,MATRIZ,FISCAL,BOLÍVAR,SAN MIGUEL,SANTIAGO,-1.724190527,-78.96031472
02H00186,REPUBLICA DE BOLIVIA,MATRIZ,FISCAL,BOLÍVAR,GUARANDA,SIMIÁTUG,-1.259298492,-78.96441709
02B00071,PROVINCIA DE GALAPAGOS,MATRIZ,FISCAL,BOLÍVAR,GUARANDA,SIMIÁTUG,-1.31703975,-78.96694051
02B00053,CONVENCION DE 1884,MATRIZ,FISCAL,BOLÍVAR,GUARANDA,SALINAS,-1.371687703,-78.96800027
02B00035,ATI II PILLAHUASU,MATRIZ,FISCAL,BOLÍVAR,GUARANDA,GUARANDA,-1.479971539,-78.97059151
02B00133,CECIBEB GUARANGA,MATRIZ,FISCAL,BOLÍVAR,GUARANDA,SIMIÁTUG,-1.269187864,-78.97324891
02H00188,ESCUELA DE EDUCACIÓN BÁSICA ONU,MATRIZ,FISCAL,BOLÍVAR,GUARANDA,SIMIÁTUG,-1.279133792,-78.97349267
02H00153,MANUEL PALIZ,MATRIZ,FISCAL,BOLÍVAR,GUARANDA,SAN LORENZO,-1.671268273,-78.97526712
02B00108,CECIBEB PRINCESA TOA,MATRIZ,FISCAL,BOLÍVAR,GUARANDA,SIMIÁTUG,-1.222824834,-78.97612303
02B00062,VALLE DE SAN FRANCISCO,MATRIZ,FISCAL,BOLÍVAR,GUARANDA,SALINAS,-1.373395114,-78.97690163
02B00005,ANGEL MIGUEL ARREGUI SALTOS,MATRIZ,FISCAL,BOLÍVAR,GUARANDA,GUARANDA,-1.580194274,-78.97696611
02H00080,MARCOS L. DURANGO,MATRIZ,FISCAL,BOLÍVAR,GUARANDA,GUARANDA,-1.546841209,-78.97833673
02B00121,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGUE RUMIÑAHUI,MATRIZ,FISCAL,BOLÍVAR,GUARANDA,SAN SIMÓN,-1.620258797,-78.97826556
02B00115,ABYA YALA,MATRIZ,FISCAL,BOLÍVAR,GUARANDA,GUARANDA,-1.524582861,-78.98049591
02B00107,CECIBEB RUNA SHUNKU,MATRIZ,FISCAL,BOLÍVAR,GUARANDA,SIMIÁTUG,-1.246824949,-78.98093785
02H00163,ROBERTO ANDRADE,MATRIZ,FISCAL,BOLÍVAR,GUARANDA,SAN SIMÓN,-1.659665033,-78.98121796
02B00120,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE SURUPUCYU,MATRIZ,FISCAL,BOLÍVAR,GUARANDA,GUARANDA,-1.502784758,-78.98178286
02H00197,ESCUELA DE EDUCACIÓN BÁSICA CACHA,MATRIZ,FISCAL,BOLÍVAR,GUARANDA,SIMIÁTUG,-1.260642143,-78.98298444
02B00074,SARGENTO SEGUNDO CHIMBORAZO TALAHUA,MATRIZ,FISCAL,BOLÍVAR,GUARANDA,SIMIÁTUG,-1.318400339,-78.98330728
02H00158,GONZALO CORDOVA,MATRIZ,FISCAL,BOLÍVAR,GUARANDA,SAN LORENZO,-1.679838785,-78.98310219
02H00026,CASIPAMBA,MATRIZ,FISCAL,BOLÍVAR,GUARANDA,GABRIEL IGNACIO VEINTIMILLA,-1.595491427,-78.98491159
02B00112,ALEJO SAES,MATRIZ,FISCAL,BOLÍVAR,GUARANDA,GUARANDA,-1.563448161,-78.9851581
02B00009,CLUB DE LEONES,MATRIZ,FISCAL,BOLÍVAR,GUARANDA,GABRIEL IGNACIO VEINTIMILLA,-1.596133744,-78.98527933
02H00206,KENK FRANKENT,MATRIZ,FISCAL,BOLÍVAR,GUARANDA,SIMIÁTUG,-1.333718842,-78.98571146
02B00080,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGUE CACIQUE GUARANGA,MATRIZ,FISCAL,BOLÍVAR,GUARANDA,SIMIÁTUG,-1.228475448,-78.98750947
02H00198,ESCUELA DE EDUCACIÓN BÁSICA DR. VICTOR MANUEL PEÑA HERRERA,MATRIZ,FISCAL,BOLÍVAR,GUARANDA,SIMIÁTUG,-1.275094455,-78.98778833
02H00171,CAMILO MONTENEGRO,MATRIZ,FISCAL,BOLÍVAR,GUARANDA,SAN LORENZO,-1.698197836,-78.98748594
02B00054,MUNICIPIO DE GUARANDA,MATRIZ,FISCAL,BOLÍVAR,GUARANDA,SALINAS,-1.376541841,-78.9878142
02H00050,MANUELITA SAENZ,MATRIZ,FISCAL,BOLÍVAR,GUARANDA,GUARANDA,-1.55630036,-78.98945049
02H00160,ABDON CALDERON,MATRIZ,FISCAL,BOLÍVAR,GUARANDA,SAN SIMÓN,-1.642594521,-78.99014815
02H00170,UNIDAD EDUCATIVA PROVINCIA DE BOLÍVAR,MATRIZ,FISCAL,BOLÍVAR,GUARANDA,SAN SIMÓN,-1.64226688,-78.99697698
02H00168,TIERNO DESPERTAR,MATRIZ,FISCAL,BOLÍVAR,GUARANDA,SAN SIMÓN,-1.642253574,-78.9927541
02B00084,CECIBEB ANDRES LEMA CHIMBO,MATRIZ,FISCAL,BOLÍVAR,GUARANDA,SIMIÁTUG,-1.273968614,-78.99334993
02H00025,UNIDAD EDUCATIVA ESPECIALIZADA GLADYS FLORES MACIAS,MATRIZ,FISCAL,BOLÍVAR,GUARANDA,GABRIEL IGNACIO VEINTIMILLA,-1.610808427,-78.99451924
02H00082,ISABEL LA CATOLICA,MATRIZ,FISCAL,BOLÍVAR,GUARANDA,GUARANDA,-1.526522303,-78.99491397
02H00020,CENTRO DE REHABILITACIÓN SOCIAL GUARANDA,MATRIZ,FISCAL,BOLÍVAR,GUARANDA,GABRIEL IGNACIO VEINTIMILLA,-1.590867904,-78.99570186
02H00167,FUNDACION SU CAMBIO POR EL CAMBIO,MATRIZ,PARTICULAR,BOLÍVAR,GUARANDA,SAN SIMÓN,-1.642000014,-78.99711112
02H00155,JOSE JOAQUIN DE OLMEDO,MATRIZ,FISCAL,BOLÍVAR,GUARANDA,SAN LORENZO,-1.674916589,-78.99716876
02H00037,TERESA LEON DE NOBOA,MATRIZ,FISCAL,BOLÍVAR,GUARANDA,GABRIEL IGNACIO VEINTIMILLA,-1.596797057,-78.99780331
02H00030,UNIDAD EDUCATIVA VERBO DIVINO,MATRIZ,FISCOMISIONAL,BOLÍVAR,GUARANDA,GABRIEL IGNACIO VEINTIMILLA,-1.589100068,-78.99819601
02H00152,MARIA ESTATIRA UQUILLAS,MATRIZ,FISCAL,BOLÍVAR,GUARANDA,SAN LORENZO,-1.678453818,-78.99904304
02H00157,UNIDAD EDUCATIVA SAN LORENZO,MATRIZ,FISCAL,BOLÍVAR,GUARANDA,SAN LORENZO,-1.677323654,-78.99908912
02B00070,CORAZON DE JESUS,MATRIZ,FISCAL,BOLÍVAR,GUARANDA,SIMIÁTUG,-1.310872675,-78.99947469
02H00931,CENTRO DE EDUCACIÓN INICIAL HAWKING KIDS,MATRIZ,PARTICULAR,BOLÍVAR,GUARANDA,GABRIEL IGNACIO VEINTIMILLA,-1.58326398,-78.99964814
02H00812,UNIDAD EDUCATIVA PCEI INTERNACIONAL BOLÍVAR,MATRIZ,PARTICULAR,BOLÍVAR,GUARANDA,GABRIEL IGNACIO VEINTIMILLA,-1.588904945,-78.99967714
02H00615,ESCUELA DE EDUCACIÓN BÁSICA JUAN LEÓN MERA,MATRIZ,FISCAL,BOLÍVAR,SAN MIGUEL,SAN VICENTE,-1.755308779,-78.99961005
02H00023,UNIDAD EDUCATIVA PCEI DE BOLÍVAR,MATRIZ,FISCOMISIONAL,BOLÍVAR,GUARANDA,GABRIEL IGNACIO VEINTIMILLA,-1.593236707,-78.99992714
02H00608,ESCUELA DE EDUCACIÓN BÁSICA LUIS FELIPE BORJA,MATRIZ,FISCAL,BOLÍVAR,SAN MIGUEL,SANTIAGO,-1.728536557,-78.999818
02H00047,"UNIDAD EDUCATIVA ""PEDRO CARBO""",MATRIZ,FISCAL,BOLÍVAR,GUARANDA,GABRIEL IGNACIO VEINTIMILLA,-1.588670818,-79.00010225
02H00128,Unidad Educativa “10 de Noviembre”,MATRIZ,FISCAL,BOLÍVAR,GUARANDA,GABRIEL IGNACIO VEINTIMILLA,-1.593598709,-79.00026821
02H00041,JOSÉ VASCONCELOS,MATRIZ,FISCAL,BOLÍVAR,GUARANDA,GABRIEL IGNACIO VEINTIMILLA,-1.593598709,-79.00026821
02B00001,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE SAN JUAN BOSCO,MATRIZ,FISCAL,BOLÍVAR,GUARANDA,ÁNGEL POLIBIO CHÁVES,-1.597930025,-79.00061443
02H00035,MANUEL DE ECHEANDIA,MATRIZ,FISCAL,BOLÍVAR,GUARANDA,GABRIEL IGNACIO VEINTIMILLA,-1.59001874,-79.00082871
02H00033,UNIDAD EDUCATIVA SANTA MARIANA DE JESÚS,MATRIZ,PARTICULAR,BOLÍVAR,GUARANDA,GABRIEL IGNACIO VEINTIMILLA,-1.590600626,-79.00106804
02H00609,CEI ELIAS POVEDA MESTANZA,MATRIZ,FISCAL,BOLÍVAR,SAN MIGUEL,SANTIAGO,-1.699640508,-79.00097115
02H00015,UNIDAD EDUCATIVA ANGEL POLIBIO CHAVES,MATRIZ,FISCAL,BOLÍVAR,GUARANDA,ÁNGEL POLIBIO CHÁVES,-1.597017341,-79.00115439
02H00043,DIVINO NIÑO,MATRIZ,FISCAL,BOLÍVAR,GUARANDA,ÁNGEL POLIBIO CHÁVES,-1.587731915,-79.00157664
02H00013,UNIDAD EDUCATIVA GUARANDA,MATRIZ,FISCAL,BOLÍVAR,GUARANDA,ÁNGEL POLIBIO CHÁVES,-1.601520655,-79.00170709
02H00613,UNIDAD EDUCATIVA SANTIAGO,MATRIZ,FISCAL,BOLÍVAR,SAN MIGUEL,SANTIAGO,-1.697869057,-79.00166482
02H00005,JARDIN DE INFANTES CARLOTA NOBOA DE DURANGO,MATRIZ,FISCAL,BOLÍVAR,GUARANDA,ÁNGEL POLIBIO CHÁVES,-1.590101682,-79.00243689
02H00794,UNIDAD EDUCATIVA PCEI 23 DE AGOSTO,MATRIZ,PARTICULAR,BOLÍVAR,GUARANDA,ÁNGEL POLIBIO CHÁVES,-1.596842939,-79.00301647
02H00019,UNIDAD EDUCATIVA PCEI 23 DE ABRIL,MATRIZ,FISCAL,BOLÍVAR,GUARANDA,ÁNGEL POLIBIO CHÁVES,-1.596738894,-79.00304145
02H00195,ESCUELA DE EDUCACIÓN BÁSICA CARIHUAYRAZO,MATRIZ,FISCAL,BOLÍVAR,GUARANDA,SIMIÁTUG,-1.250088171,-79.00338468
02H00002,UNIDAD EDUCATIVA PCEI DR. GABRIEL PAZMIÑO ARMIJOS,MATRIZ,PARTICULAR,BOLÍVAR,GUARANDA,ÁNGEL POLIBIO CHÁVES,-1.595527401,-79.00314145
02H00004,ANGEL POLIBIO CHAVES,MATRIZ,FISCAL,BOLÍVAR,GUARANDA,ÁNGEL POLIBIO CHÁVES,-1.595527401,-79.00314145
02B00142,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE LA PAZ,MATRIZ,FISCAL,BOLÍVAR,GUARANDA,GUANUJO,-1.561622195,-79.00445106
02H00008,LUIS AURELIO GONZALEZ,MATRIZ,FISCAL,BOLÍVAR,GUARANDA,ÁNGEL POLIBIO CHÁVES,-1.59154131,-79.00448402
02H00930,ESCUELA DE EDUCACIÓN BÁSICA JESÚS DE NAZARET,MATRIZ,PARTICULAR,BOLÍVAR,GUARANDA,GABRIEL IGNACIO VEINTIMILLA,-1.579656085,-79.0046167
02H00036,UNIDAD EDUCATIVA ROBERTO ALFREDO ARREGUI CHAUVIN,MATRIZ,FISCAL,BOLÍVAR,GUARANDA,ÁNGEL POLIBIO CHÁVES,-1.582292387,-79.00527455
02H00078,FABIAN AGUILAR IBARRA,MATRIZ,FISCAL,BOLÍVAR,GUARANDA,GUANUJO,-1.561831252,-79.00559945
02H00079,CENTRO DE EDUCACION BASICA CARLOS ARTURO CHATA,MATRIZ,FISCAL,BOLÍVAR,GUARANDA,GUARANDA,-1.534634773,-79.00673896
02H00101,DOMINGO CORDOVEZ DAVALOS,MATRIZ,FISCAL,BOLÍVAR,GUARANDA,GUARANDA,-1.51953224,-79.00740469
02H00099,UNIDAD EDUCATIVA SAN PEDRO,MATRIZ,FISCAL,BOLÍVAR,GUARANDA,GUANUJO,-1.558687067,-79.00805521
02H00046,UNIDAD EDUCATIVA GARCIA,MATRIZ,PARTICULAR,BOLÍVAR,GUARANDA,GUANUJO,-1.564139718,-79.00855321
02H00092,MARIA TAPIA DE VELASCO,MATRIZ,FISCAL,BOLÍVAR,GUARANDA,GUANUJO,-1.561057168,-79.00927488
02H00611,ESCUELA DE EDUCACIÓN BÁSICA JUAN SALINAS,MATRIZ,FISCAL,BOLÍVAR,SAN MIGUEL,SANTIAGO,-1.712940839,-79.00959225
02B00082,ESCUELA FISCAL MIXTA 23 DE ABRIL,MATRIZ,FISCAL,BOLÍVAR,GUARANDA,SIMIÁTUG,-1.233738801,-79.0103471
02H00088,VICENTE ROCAFUERTE,MATRIZ,FISCAL,BOLÍVAR,GUARANDA,GUANUJO,-1.562306266,-79.01067531
